 [ID], [x-Winkel], [Einheit]
   97, 87.5536480687, deg
   98, 20.0858369099, deg
   99, 47.8969957082, deg
  100, 256.9957081545, deg
  101, 5.1685716046, rad
  102, 3.2988970068, rad
  103, 289.5565092990, gon
  104, 3.2359752655, rad
  105, 2.3820373482, rad
  106, 2.8764224582, rad
  107, 391.4163090129, gon
  108, 200.8583690987, gon
  109, 2.0314733611, rad
  110, 2.9033889188, rad
  111, 163.2618025751, deg
  112, 6.1034089035, rad
  113, 278.6838340486, gon
  114, 77.2532188841, gon
  115, 186.9527896996, deg
  116, 91.5593705293, gon
  117, 224.0343347639, deg
  118, 5.1236275037, rad
  119, 370.8154506438, gon
  120, 4.1348572837, rad
  121, 2.7146236949, rad
  122, 127.7253218884, deg
  123, 200.2861230329, gon
  124, 4.4045218892, rad
  125, 0.4404521889, rad
  126, 1.1955130842, rad
  127, 4.2696895864, rad
  128, 0.9438261191, rad
  129, 56.1373390558, deg
  130, 4.4944100910, rad
  131, 2.7955230766, rad
  132, 187.4678111588, deg
  133, 0.8449490971, rad
  134, 35.0214592275, deg
  135, 1.8247304969, rad
  136, 143.6909871245, deg
  137, 0.1438211229, rad
  138, 1.7348422951, rad
  139, 5.2854262670, rad
  140, 146.4949928469, gon
  141, 2.2202385849, rad
  142, 4.4584548102, rad
  143, 247.7253218884, deg
  144, 1.6629317337, rad
  145, 0.9618037595, rad
  146, 168.9270386266, deg
  147, 1.8786634180, rad
  148, 216.3090128755, deg
  149, 145.3505007153, gon
  150, 5.7168896357, rad
  151, 320.8583690987, deg
  152, 1.0247255007, rad
  153, 339.9141630901, deg
  154, 0.6202285926, rad
  155, 3.6224945333, rad
  156, 213.4477825465, gon
  157, 140.0858369099, deg
  158, 0.7191056146, rad
  159, 169.3848354793, gon
  160, 3.7123827351, rad
  161, 2.6337243133, rad
  162, 4.2966560470, rad
  163, 108.1545064378, gon
  164, 15.4506437768, deg
  165, 4.3685666084, rad
  166, 331.9027181688, gon
  167, 1.6898981942, rad
  168, 100.9442060086, deg
  169, 234.0486409156, gon
  170, 1.3483230273, rad
  171, 8.7553648069, deg
  172, 0.9887702200, rad
  173, 3.9730585204, rad
  174, 1.9505739795, rad
  175, 283.2618025751, deg
  176, 1.4112447686, rad
  177, 328.0686695279, deg
  178, 3.4334763948, gon
  179, 150.3862660944, deg
  180, 191.5879828326, deg
  181, 4.0180026213, rad
  182, 204.9785407725, deg
  183, 11.3304721030, deg
  184, 206.0085836910, deg
  185, 367.9542203147, gon
  186, 1.9325963391, rad
  187, 52.5321888412, deg
  188, 0.8000049962, rad
  189, 240.0000000000, deg
  190, 5.8786883990, rad
  191, 2.9842883004, rad
  192, 31.4163090129, deg
  193, 154.5064377682, deg
  194, 256.4806866953, deg
  195, 1.4921441502, rad
  196, 1.7167381974, gon
  197, 161.7167381974, deg
  198, 219.7424892704, gon
  199, 198.2832618026, deg
  200, 3.9910361608, rad
  201, 20.6008583691, deg
  202, 6.2382412063, rad
  203, 4.5213765515, rad
  204, 302.3175965665, deg
  205, 1.0067478604, rad
  206, 243.0901287554, deg
  207, 5.3663256486, rad
  208, 1.9955180804, rad
  209, 5.6359902541, rad
  210, 268.9556509299, gon
  211, 253.3905579399, deg
  212, 2.1663056638, rad
  213, 3.7663156562, rad
  214, 221.4592274678, deg
  215, 16.0228898426, gon
  216, 5.1056498633, rad
  217, 54.9356223176, gon
  218, 150.5007153076, gon
  219, 6.2831853072, rad
  220, 0.5573068513, rad
  221, 0.0089888202, rad
  222, 318.7410586552, gon
  223, 275.5364806867, deg
  224, 2.8314783573, rad
  225, 2.5977690326, rad
  226, 5.4382362101, rad
  227, 6.0045318815, rad
  228, 80.3433476395, deg
  229, 300.7725321888, deg
  230, 4.0539579021, rad
  231, 94.2489270386, deg
  232, 373.1044349070, gon
  233, 4.8629517184, rad
  234, 176.1373390558, deg
  235, 352.5035765379, gon
  236, 343.3476394850, gon
  237, 206.5808297568, gon
  238, 1.3842783080, rad
  239, 176.6523605150, deg
  240, 128.2403433476, deg
  241, 0.6471950531, rad
  242, 235.3648068670, deg
  243, 380.5436337625, gon
  244, 2.8612303290, gon
  245, 14.8783977110, gon
  246, 2.0674286418, rad
  247, 3.6051502146, deg
  248, 4.6651976744, rad
  249, 350.7868383405, gon
  250, 78.3977110157, gon
  251, 3.2269864453, rad
  252, 352.7896995708, deg
  253, 165.8369098712, deg
  254, 6.1123977237, rad
  255, 2.0494510015, rad
  256, 337.0529327611, gon
  257, 0.9977590402, rad
  258, 15.4506437768, gon
  259, 39.1416309013, deg
  260, 159.0844062947, gon
  261, 177.1673819742, deg
  262, 2.7595677959, rad
  263, 29.1845493562, gon
  264, 2.5708025720, rad
  265, 310.0429184549, deg
  266, 79.5422031474, gon
  267, 4.5779685265, gon
  268, 1.4741665098, rad
  269, 6.1303753641, rad
  270, 0.3775304476, rad
  271, 305.0071530758, gon
  272, 103.0042918455, gon
  273, 362.2317596567, gon
  274, 0.4044969082, rad
  275, 119.4849785408, deg
  276, 184.3776824034, deg
  277, 222.0314735336, gon
  278, 0.5662956715, rad
  279, 331.6738197425, deg
  280, 111.0157367668, gon
  281, 3.6854162746, rad
  282, 4.5303653717, rad
  283, 0.9528149393, rad
  284, 156.0515021459, deg
  285, 3.6045168930, rad
  286, 5.1416051441, rad
  287, 2.7775454362, rad
  288, 157.0815450644, deg
  289, 2.6876572344, rad
  290, 343.0042918455, deg
  291, 1.0606807815, rad
  292, 5.8876772192, rad
  293, 211.6738197425, deg
  294, 5.2674486266, rad
  295, 141.6309012876, deg
  296, 320.4577968526, gon
  297, 3.1101317830, rad
  298, 4.4404771699, rad
  299, 243.2045779685, gon
  300, 384.5493562232, gon
  301, 155.0786838340, gon
  302, 24.7210300429, deg
  303, 38.3404864092, gon
  304, 125.6652360515, deg
  305, 30.9012875536, gon
  306, 1.1505689833, rad
  307, 228.1545064378, deg
  308, 190.5579399142, deg
  309, 3.6494609939, rad
  310, 39.6566523605, deg
  311, 1.7168646548, rad
  312, 4.9168846395, rad
  313, 5.7977890174, rad
  314, 2.0404621813, rad
  315, 0.2247205045, rad
  316, 2.2741715060, rad
  317, 2.4539479097, rad
  318, 78.2832618026, deg
  319, 99.5708154506, gon
  320, 187.9828326180, deg
  321, 122.5751072961, deg
  322, 0.7011279742, rad
  323, 128.7553648069, deg
  324, 328.5836909871, deg
  325, 62.3175965665, deg
  326, 1.1325913429, rad
  327, 193.4191702432, gon
  328, 214.2489270386, deg
  329, 182.8326180258, deg
  330, 283.7768240343, deg
  331, 0.9348372989, rad
  332, 177.3962804006, gon
  333, 23.4620886981, gon
  334, 203.4334763948, deg
  335, 0.8988820182, rad
  336, 5.7528449164, rad
  337, 263.6909871245, deg
  338, 226.6094420601, gon
  339, 273.9914163090, deg
  340, 4.3326113277, rad
  341, 1.8427081373, rad
  342, 0.1617987633, rad
  343, 183.8626609442, deg
  344, 1.7797863960, rad
  345, 0.0000000000, rad
  346, 142.6609442060, deg
  347, 6.1932971054, rad
  348, 3.5415951517, rad
  349, 0.2786534256, rad
  350, 158.6266094421, deg
  351, 269.8712446352, deg
  352, 214.7639484979, deg
  353, 0.6741615136, rad
  354, 348.4978540773, gon
  355, 4.2517119461, rad
  356, 0.5033739302, rad
  357, 0.8539379173, rad
  358, 4.5033989112, rad
  359, 242.6323319027, gon
  360, 90.6437768240, deg
  361, 5.2404821661, rad
  362, 218.5979971388, gon
  363, 3.8562038581, rad
  364, 6.0764424430, rad
  365, 4.2337343057, rad
  366, 1.3033789264, rad
  367, 119.0271816881, gon
  368, 261.6309012876, deg
  369, 81.2589413448, gon
  370, 1.4292224089, rad
  371, 347.9256080114, gon
  372, 358.9699570815, deg
  373, 122.4606580830, gon
  374, 138.4835479256, gon
  375, 1.1146137026, rad
  376, 0.1348323027, rad
  377, 0.4134857284, rad
  378, 4.7640746964, rad
  379, 3.7932821168, rad
  380, 221.4592274678, gon
  381, 229.6995708155, deg
  382, 0.4764074696, rad
  383, 1.5011329704, rad
  384, 0.5303403907, rad
  385, 2.6696795940, rad
  386, 1.5550658915, rad
  387, 1.3932671282, rad
  388, 66.3805436338, gon
  389, 4.1438461039, rad
  390, 5.2314933459, rad
  391, 5.6539678944, rad
  392, 1.7078758346, rad
  393, 240.5150214592, deg
  394, 0.2966310660, rad
  395, 6.0944200834, rad
  396, 66.9527896996, gon
  397, 345.6366237482, gon
  398, 0.5213515706, rad
  399, 78.7982832618, deg
  400, 245.6652360515, deg
  401, 82.4034334764, gon
  402, 33.9914163090, deg
  403, 279.8283261803, gon
  404, 210.1287553648, deg
  405, 289.4420600858, deg
  406, 219.3991416309, deg
  407, 5.0247504817, rad
  408, 179.2274678112, deg
  409, 185.4077253219, gon
  410, 359.4849785408, deg
  411, 3.3348522875, rad
  412, 8.0114449213, gon
  413, 383.9771101574, gon
  414, 4.0989020030, rad
  415, 5.3393591881, rad
  416, 3.0292324013, rad
  417, 279.2560801144, gon
  418, 2.4090038088, rad
  419, 50.9871244635, deg
  420, 5.1775604248, rad
  421, 134.9356223176, deg
  422, 145.7510729614, deg
  423, 390.8440629471, gon
  424, 0.3235975266, rad
  425, 6.1663306448, rad
  426, 3.4427181297, rad
  427, 5.0427281221, rad
  428, 321.8884120172, deg
  429, 1.0696696017, rad
  430, 30.9012875536, deg
  431, 115.0214592275, gon
  432, 291.5021459227, deg
  433, 0.7550608953, rad
  434, 227.1244635193, deg
  435, 104.0343347639, deg
  436, 285.3218884120, deg
  437, 137.5107296137, deg
  438, 2.6067578528, rad
  439, 90.1287553648, deg
  440, 5.3034039073, rad
  441, 4.1168796433, rad
  442, 1.1236025227, rad
  443, 94.7639484979, deg
  444, 5.0607057624, rad
  445, 0.1707875835, rad
  446, 10.8154506438, deg
  447, 369.6709585122, gon
  448, 6.2947067239, gon
  449, 144.7210300429, deg
  450, 120.1716738197, gon
  451, 40.0572246066, gon
  452, 57.7968526466, gon
  453, 1.6000099924, rad
  454, 80.1144492132, gon
  455, 4.7191305955, rad
  456, 4.9887952010, rad
  457, 140.7725321888, gon
  458, 5.0966610432, rad
  459, 232.9041487840, gon
  460, 308.4978540773, deg
  461, 6.2472300265, rad
  462, 90.4148783977, gon
  463, 379.3991416309, gon
  464, 349.6423462089, gon
  465, 306.4377682403, deg
  466, 2.1123727428, rad
  467, 61.8025751073, gon
  468, 78.9699570815, gon
  469, 342.2031473534, gon
  470, 302.1459227468, gon
  471, 313.5908440629, gon
  472, 2.2561938657, rad
  473, 5.8337442981, rad
  474, 220.8869814020, gon
  475, 3.6135057131, rad
  476, 6.2112747457, rad
  477, 106.4377682403, gon
  478, 282.7467811159, deg
  479, 0.4943851100, rad
  480, 4.5573318322, rad
  481, 379.9713876967, gon
  482, 310.1573676681, gon
  483, 220.4291845494, deg
  484, 58.1974248927, deg
  485, 1.3213565667, rad
  486, 135.0500715308, gon
  487, 3.1640647040, rad
  488, 1.1865242640, rad
  489, 84.9785407725, deg
  490, 4.6382312139, rad
  491, 2.3191156069, rad
  492, 86.5236051502, deg
  493, 1.1595578035, rad
  494, 6.0584648026, rad
  495, 153.4763948498, deg
  496, 224.3204577969, gon
  497, 2.8854112784, rad
  498, 139.0557939914, deg
  499, 0.8089938164, rad
  500, 303.8626609442, gon
  501, 4.1618237442, rad
  502, 5.4472250303, rad
  503, 1.7707975758, rad
  504, 145.2360515021, deg
  505, 3.7213715553, rad
  506, 358.2260371960, gon
  507, 137.3390557940, gon
  508, 135.6223175966, gon
  509, 3.9281144195, rad
  510, 3.8741814984, rad
  511, 335.2789699571, deg
  512, 3.1370982435, rad
  513, 2.1483280235, rad
  514, 5.1955380652, rad
  515, 1.5370882511, rad
  516, 214.0200286123, gon
  517, 1.0337143209, rad
  518, 311.3018597997, gon
  519, 1.0786584218, rad
  520, 381.6881258941, gon
  521, 256.3662374821, gon
  522, 316.4520743920, gon
  523, 274.1058655222, gon
  524, 3.4157516691, rad
  525, 1.3303453869, rad
  526, 260.0858369099, deg
  527, 5.6989119954, rad
  528, 141.1158798283, deg
  529, 4.4314883497, rad
  530, 98.8841201717, deg
  531, 276.9670958512, gon
  532, 0.2157316844, rad
  533, 259.7997138770, gon
  534, 292.4177396280, gon
  535, 323.4334763948, deg
  536, 193.9914163090, gon
  537, 4.9078958193, rad
  538, 294.7067238913, gon
  539, 383.4048640916, gon
  540, 149.8712446352, deg
  541, 1.9775404400, rad
  542, 3.1191206031, rad
  543, 250.6437768240, gon
  544, 5.5281244119, rad
  545, 5.7708225568, rad
  546, 125.1502145923, deg
  547, 3.0202435811, rad
  548, 0.8269714567, rad
  549, 294.1344778255, gon
  550, 168.2403433476, gon
  551, 5.5191355917, rad
  552, 6.0854312632, rad
  553, 4.2607007662, rad
  554, 337.8540772532, deg
  555, 0.3325863467, rad
  556, 215.7367668097, gon
  557, 325.6080114449, gon
  558, 216.3090128755, gon
  559, 2.3101267868, rad
  560, 1.7528199355, rad
  561, 5.7224606581, gon
  562, 279.6566523605, deg
  563, 21.7453505007, gon
  564, 5.9416101403, rad
  565, 2.7505789757, rad
  566, 298.1974248927, deg
  567, 1.9056298786, rad
  568, 112.7896995708, deg
  569, 53.0472103004, deg
  570, 191.1301859800, gon
  571, 3.9191255993, rad
  572, 298.7124463519, gon
  573, 4.2067678452, rad
  574, 5.5011579514, rad
  575, 248.7553648069, deg
  576, 0.7820273558, rad
  577, 163.7768240343, deg
  578, 276.5665236052, deg
  579, 1.8606857777, rad
  580, 25.1788268956, gon
  581, 0.2067428642, rad
  582, 272.3891273247, gon
  583, 290.9871244635, deg
  584, 2.6517019537, rad
  585, 309.0128755365, gon
  586, 40.6294706724, gon
  587, 4.6112647533, rad
  588, 1.5460770713, rad
  589, 255.9656652361, deg
  590, 3.2899081866, rad
  591, 1.8516969575, rad
  592, 172.5321888412, deg
  593, 5.6809343550, rad
  594, 2.8674336380, rad
  595, 283.2618025751, gon
  596, 4.6472200341, rad
  597, 353.6480686695, gon
  598, 6.2292523861, rad
  599, 4.2157566653, rad
  600, 1.4472000493, rad
  601, 42.3462088698, gon
  602, 340.9442060086, deg
  603, 324.4635193133, deg
  604, 371.9599427754, gon
  605, 81.8311874106, gon
  606, 229.1845493562, deg
  607, 1.9146186988, rad
  608, 2.5528249317, rad
  609, 72.6752503577, gon
  610, 6.1753194650, rad
  611, 2.0134957208, rad
  612, 228.3261802575, gon
  613, 1.7887752162, rad
  614, 5.3573368284, rad
  615, 3.8831703186, rad
  616, 2.4179926289, rad
  617, 0.2606757853, rad
  618, 203.7195994278, gon
  619, 1.6809093740, rad
  620, 395.9942775393, gon
  621, 0.7460720751, rad
  622, 173.9628040057, gon
  623, 117.9399141631, deg
  624, 234.3347639485, deg
  625, 4.1258684635, rad
  626, 294.0772532189, deg
  627, 3.9550808801, rad
  628, 304.8927038627, deg
  629, 188.2689556509, gon
  630, 3.8022709370, rad
  631, 266.0944206009, gon
  632, 5.7079008155, rad
  633, 1.2045019044, rad
  634, 0.0808993816, rad
  635, 3.5146286911, rad
  636, 2.2022609446, rad
  637, 3.7573268361, rad
  638, 3.3078858270, rad
  639, 2.5618137519, rad
  640, 3.8382262177, rad
  641, 1.5910211722, rad
  642, 338.8841201717, deg
  643, 0.5752844916, rad
  644, 49.2131616595, gon
  645, 0.8809043778, rad
  646, 103.5765379113, gon
  647, 4.0449690819, rad
  648, 1.4651776897, rad
  649, 270.9012875536, deg
  650, 0.3865192678, rad
  651, 171.5021459227, deg
  652, 0.1168546624, rad
  653, 41.7739628040, gon
  654, 0.2876422458, rad
  655, 1.9865292602, rad
  656, 5.4831803110, rad
  657, 124.7496423462, gon
  658, 231.7596566524, gon
  659, 4.5123877313, rad
  660, 32.6180257511, gon
  661, 3.7303603755, rad
  662, 389.6995708155, gon
  663, 2.9213665591, rad
  664, 301.5736766810, gon
  665, 75.1931330472, deg
  666, 2.3370932473, rad
  667, 249.7854077253, deg
  668, 177.6824034335, deg
  669, 238.9699570815, deg
  670, 231.1874105866, gon
  671, 5.4562138504, rad
  672, 4.8989069992, rad
  673, 2.2651826859, rad
  674, 366.8097281831, gon
  675, 86.4091559371, gon
  676, 25.7510729614, deg
  677, 2.9303553793, rad
  678, 296.4234620887, gon
  679, 5.1865492450, rad
  680, 3.5326063315, rad
  681, 4.8000299772, rad
  682, 299.2846924177, gon
  683, 2.7056348748, rad
  684, 310.5579399142, deg
  685, 3.9460920599, rad
  686, 1.6089988126, rad
  687, 2.3460820675, rad
  688, 5.0696945826, rad
  689, 277.0815450644, deg
  690, 24.2060085837, deg
  691, 347.6394849785, deg
  692, 2.9663106600, rad
  693, 18.0257510730, deg
  694, 218.0257510730, gon
  695, 3.3708075682, rad
  696, 332.4749642346, gon
  697, 11.4449213162, gon
  698, 123.6051502146, gon
  699, 0.0359552807, rad
  700, 5.3303703679, rad
