 [ID], [rad-Winkel], [y = sin(6x-3cos(x))]
  485, 1.3213565667, 0.7860363527
  525, 1.3303453869, 0.8329762793
   57, 1.3393342071, 0.8746034186
  170, 1.3483230273, 0.9106377791
  675, 1.3573118475, 0.9408350223
  318, 1.3663006677, 0.9649882662
  399, 1.3752894878, 0.9829296396
  238, 1.3842783080, 0.9945315766
  387, 1.3932671282, 0.9997078399
  228, 1.4022559484, 0.9984142627
  176, 1.4112447686, 0.9906492046
  462, 1.4202335887, 0.9764537137
  370, 1.4292224089, 0.9559113950
  116, 1.4382112291, 0.9291479817
  600, 1.4472000493, 0.8963306150
    4, 1.4561888695, 0.8576668310
  648, 1.4651776897, 0.8134032653
  268, 1.4741665098, 0.7638240822
  489, 1.4831553300, 0.7092491349
  195, 1.4921441502, 0.6500318788
  383, 1.5011329704, 0.5865570387
  492, 1.5101217906, 0.5192380584
   95, 1.5191106107, 0.4485143417
   97, 1.5280994309, 0.3748483088
  515, 1.5370882511, 0.2987222906
  588, 1.5460770713, 0.2206352739
  386, 1.5550658915, 0.1410995329
  319, 1.5640547117, 0.0606371623
  439, 1.5730435318, -0.0202234610
  360, 1.5820323520, -0.1009512583
  641, 1.5910211722, -0.1810160521
  453, 1.6000099924, -0.2598921612
  686, 1.6089988126, -0.3370619628
  272, 1.6179876328, -0.4120193980
  646, 1.6269764529, -0.4842733944
   91, 1.6359652731, -0.5533511782
  231, 1.6449540933, -0.6188014583
  443, 1.6539429135, -0.6801974542
  144, 1.6629317337, -0.7371397496
  477, 1.6719205538, -0.7892589483
  619, 1.6809093740, -0.8362181199
  167, 1.6898981942, -0.8777150098
  163, 1.6988870144, -0.9134840045
  392, 1.7078758346, -0.9432978389
  311, 1.7168646548, -0.9669690299
  530, 1.7258534749, -0.9843510318
  138, 1.7348422951, -0.9953391037
  280, 1.7438311153, -0.9998708839
  560, 1.7528199355, -0.9979266707
  168, 1.7618087557, -0.9895294062
  503, 1.7707975758, -0.9747443676
  344, 1.7797863960, -0.9536785670
  613, 1.7887752162, -0.9264798678
   10, 1.7977640364, -0.8933358253
  431, 1.8067528566, -0.8544722598
  435, 1.8157416768, -0.8101515765
  135, 1.8247304969, -0.7606708446
   79, 1.8337193171, -0.7063596496
  341, 1.8427081373, -0.6475777398
  591, 1.8516969575, -0.5847124798
  579, 1.8606857777, -0.5181761346
  367, 1.8696745978, -0.4484030034
  147, 1.8786634180, -0.3758464226
  450, 1.8876522382, -0.3009756651
    6, 1.8966410584, -0.2242727547
  567, 1.9056298786, -0.1462292175
  607, 1.9146186988, -0.0673427983
  373, 1.9236075189, 0.0118858381
  186, 1.9325963391, 0.0909563987
  698, 1.9415851593, 0.1693722188
  174, 1.9505739795, 0.2466434663
  657, 1.9595627997, 0.3222902716
  568, 1.9685516198, 0.3958457600
  541, 1.9775404400, 0.4668589668
  655, 1.9865292602, 0.5348976201
  208, 1.9955180804, 0.5995507670
   59, 2.0045069006, 0.6604312352
  611, 2.0134957208, 0.7171779090
   55, 2.0224845409, 0.7694578077
  109, 2.0314733611, 0.8169679600
  314, 2.0404621813, 0.8594370524
  255, 2.0494510015, 0.8966268589
  623, 2.0584398217, 0.9283334323
  246, 2.0674286418, 0.9543880610
   68, 2.0764174620, 0.9746579822
  275, 2.0854062822, 0.9890468541
   28, 2.0943951024, 0.9974949866
   48, 2.1033839226, 0.9999793320
  466, 2.1123727428, 0.9965132399
  486, 2.1213615629, 0.9871459817
  508, 2.1303503831, 0.9719620515
  321, 2.1393392033, 0.9510802518
  513, 2.1483280235, 0.9246525732
  507, 2.1573168437, 0.8928628800
  212, 2.1663056638, 0.8559254123
  374, 2.1752944840, 0.8140831183
  546, 2.1842833042, 0.7676058327
  304, 2.1932721244, 0.7167883111
  636, 2.2022609446, 0.6619481404
  457, 2.2112497648, 0.6034235407
  141, 2.2202385849, 0.5415710704
  122, 2.2292274051, 0.4767632570
  240, 2.2382162253, 0.4093861696
  323, 2.2472050455, 0.3398369431
  472, 2.2561938657, 0.2685212802
  673, 2.2651826859, 0.1958509429
  316, 2.2741715060, 0.1222412490
  149, 2.2831603262, 0.0481085889
   74, 2.2921491464, -0.0261320128
  140, 2.3011379666, -0.1000692929
  559, 2.3101267868, -0.1732980740
  491, 2.3191156069, -0.2454215084
   41, 2.3281044271, -0.3160532380
  666, 2.3370932473, -0.3848194403
  687, 2.3460820675, -0.4513607700
  421, 2.3550708877, -0.5153341732
  218, 2.3640597079, -0.5764145729
   77, 2.3730485280, -0.6342964123
  105, 2.3820373482, -0.6886950578
   67, 2.3910261684, -0.7393480473
  437, 2.4000149886, -0.7860161877
  418, 2.4090038088, -0.8284844946
  616, 2.4179926289, -0.8665629715
  498, 2.4269814491, -0.9000872330
  301, 2.4359702693, -0.9289189632
  157, 2.4449590895, -0.9529462209
  317, 2.4539479097, -0.9720835864
  528, 2.4629367299, -0.9862721550
  295, 2.4719255500, -0.9954793835
   90, 2.4809143702, -0.9996987909
  346, 2.4899031904, -0.9989495213
  260, 2.4988920106, -0.9932757745
  136, 2.5078808308, -0.9827461112
   58, 2.5168696509, -0.9674526404
  449, 2.5258584711, -0.9475100960
  504, 2.5348472913, -0.9230548132
  422, 2.5438361115, -0.8942436103
  608, 2.5528249317, -0.8612525879
  639, 2.5618137519, -0.8242758527
  264, 2.5708025720, -0.7835241768
    2, 2.5797913922, -0.7392235982
   39, 2.5887802124, -0.6916139804
  225, 2.5977690326, -0.6409475297
  438, 2.6067578528, -0.5874872882
  540, 2.6157466729, -0.5315056069
  179, 2.6247354931, -0.4732826093
  161, 2.6337243133, -0.4131046566
  550, 2.6427131335, -0.3512628174
  584, 2.6517019537, -0.2880513567
  159, 2.6606907739, -0.2237662465
  385, 2.6696795940, -0.1587037069
  495, 2.6786684142, -0.0931587868
  289, 2.6876572344, -0.0274239898
  193, 2.6966460546, 0.0382120535
  683, 2.7056348748, 0.1034658542
  121, 2.7146236949, 0.1680602723
  284, 2.7236125151, 0.2317256656
  622, 2.7326013353, 0.2942009580
  288, 2.7415901555, 0.3552346475
  565, 2.7505789757, 0.4145857318
  262, 2.7595677959, 0.4720245586
  350, 2.7685566160, 0.5273335970
  287, 2.7775454362, 0.5803081292
  332, 2.7865342564, 0.6307568590
  131, 2.7955230766, 0.6785024399
   21, 2.8045118968, 0.7233819224
   76, 2.8135007169, 0.7652471203
  197, 2.8224895371, 0.8039648963
  224, 2.8314783573, 0.8394173701
   96, 2.8404671775, 0.8715020502
  111, 2.8494559977, 0.9001318900
  577, 2.8584448179, 0.9252352728
  594, 2.8674336380, 0.9467559268
  106, 2.8764224582, 0.9646527745
  497, 2.8854112784, 0.9788997167
  253, 2.8944000986, 0.9894853591
  110, 2.9033889188, 0.9964126806
  409, 2.9123777390, 0.9996986495
  663, 2.9213665591, 0.9993737913
  677, 2.9303553793, 0.9954817097
   33, 2.9393441995, 0.9880785688
  146, 2.9483330197, 0.9772325362
  629, 2.9573218399, 0.9630231939
  692, 2.9663106600, 0.9455409201
   61, 2.9752994802, 0.9248862451
  191, 2.9842883004, 0.9011691877
  651, 2.9932771206, 0.8745085716
  570, 3.0022659408, 0.8450313307
  592, 3.0112547610, 0.8128718029
  547, 3.0202435811, 0.7781710185
  416, 3.0292324013, 0.7410759844
  327, 3.0382212215, 0.7017389705
  536, 3.0472100417, 0.6603167981
   60, 3.0561988619, 0.6169701348
   94, 3.0651876820, 0.5718628004
  234, 3.0741765022, 0.5251610814
  239, 3.0831653224, 0.4770330642
  261, 3.0921541426, 0.4276479811
  668, 3.1011429628, 0.3771755774
  297, 3.1101317830, 0.3257854982
  542, 3.1191206031, 0.2736466991
  408, 3.1281094233, 0.2209268760
  512, 3.1370982435, 0.1677919288
  123, 3.1460870637, 0.1144054431
  108, 3.1550758839, 0.0609282042
  487, 3.1640647040, 0.0075177380
   13, 3.1730535242, -0.0456721200
   15, 3.1820423444, -0.0984916226
  329, 3.1910311646, -0.1507954845
  618, 3.2000199848, -0.2024432212
  343, 3.2090088050, -0.2532994602
  276, 3.2179976251, -0.3032342214
  251, 3.2269864453, -0.3521231678
  104, 3.2359752655, -0.3998478273
  237, 3.2449640857, -0.4462957839
   25, 3.2539529059, -0.4913608429
  115, 3.2629417260, -0.5349431656
  132, 3.2719305462, -0.5769493795
  320, 3.2809193664, -0.6172926596
  590, 3.2899081866, -0.6558927861
  102, 3.2988970068, -0.6926761768
  638, 3.3078858270, -0.7275758963
   14, 3.3168746471, -0.7605316424
  308, 3.3258634673, -0.7914897118
  411, 3.3348522875, -0.8204029443
  180, 3.3438411077, -0.8472306490
  156, 3.3528299279, -0.8719385118
  516, 3.3618187480, -0.8944984865
  695, 3.3708075682, -0.9148886699
   22, 3.3797963884, -0.9330931629
  556, 3.3887852086, -0.9491019175
  558, 3.3977740288, -0.9629105725
   45, 3.4067628490, -0.9745202780
  524, 3.4157516691, -0.9839375093
  694, 3.4247404893, -0.9911738734
  362, 3.4337293095, -0.9962459067
  426, 3.4427181297, -0.9991748664
  198, 3.4517069499, -0.9999865170
  199, 3.4606957700, -0.9987109111
  474, 3.4696845902, -0.9953821676
  380, 3.4786734104, -0.9900382467
  277, 3.4876622306, -0.9827207228
   49, 3.4966510508, -0.9734745574
   89, 3.5056398710, -0.9623478708
  635, 3.5146286911, -0.9493917152
  496, 3.5236175113, -0.9346598480
  680, 3.5326063315, -0.9182085086
  348, 3.5415951517, -0.9000961964
  334, 3.5505839719, -0.8803834529
  338, 3.5595727921, -0.8591326466
   80, 3.5685616122, -0.8364077632
  182, 3.5775504324, -0.8122741994
  612, 3.5865392526, -0.7867985628
  184, 3.5955280728, -0.7600484759
  285, 3.6045168930, -0.7320923872
  475, 3.6135057131, -0.7029993882
  155, 3.6224945333, -0.6728390344
  670, 3.6314833535, -0.6416811771
  658, 3.6404721737, -0.6095957983
  309, 3.6494609939, -0.5766528535
  459, 3.6584498141, -0.5429221224
  404, 3.6674386342, -0.5084730650
  169, 3.6764274544, -0.4733746867
  281, 3.6854162746, -0.4376954088
  293, 3.6944050948, -0.4015029476
   35, 3.7033939150, -0.3648641996
  160, 3.7123827351, -0.3278451346
  505, 3.7213715553, -0.2905106944
  661, 3.7303603755, -0.2529247013
  328, 3.7393491957, -0.2151497704
  352, 3.7483380159, -0.1772472299
  637, 3.7573268361, -0.1392770487
  213, 3.7663156562, -0.1012977701
  148, 3.7753044764, -0.0633664494
   20, 3.7842932966, -0.0255386028
  379, 3.7932821168, 0.0121318427
  630, 3.8022709370, 0.0495925910
  359, 3.8112597571, 0.0867930135
  299, 3.8202485773, 0.1236841813
  406, 3.8292373975, 0.1602188903
  640, 3.8382262177, 0.1963516826
  483, 3.8472150379, 0.2320388634
  363, 3.8562038581, 0.2672385124
  214, 3.8651926782, 0.3019104908
  510, 3.8741814984, 0.3360164460
  615, 3.8831703186, 0.3695198096
   56, 3.8921591388, 0.4023857936
   62, 3.9011479590, 0.4345813829
  117, 3.9101367791, 0.4660753238
  571, 3.9191255993, 0.4968381097
  509, 3.9281144195, 0.5268419649
  543, 3.9371032397, 0.5560608236
  685, 3.9460920599, 0.5844703089
  627, 3.9550808801, 0.6120477072
  434, 3.9640697002, 0.6387719424
  173, 3.9730585204, 0.6646235472
  307, 3.9820473406, 0.6895846327
  200, 3.9910361608, 0.7136388562
  606, 4.0000249810, 0.7367713884
  381, 4.0090138011, 0.7589688789
  181, 4.0180026213, 0.7802194200
  521, 4.0269914415, 0.8005125109
   72, 4.0359802617, 0.8198390196
  647, 4.0449690819, 0.8381911451
  230, 4.0539579021, 0.8555623789
   31, 4.0629467222, 0.8719474655
   24, 4.0719355424, 0.8873423637
  533, 4.0809243626, 0.9017442065
  624, 4.0899131828, 0.9151512613
  414, 4.0989020030, 0.9275628907
  242, 4.1078908231, 0.9389795126
  441, 4.1168796433, 0.9494025609
  625, 4.1258684635, 0.9588344463
  120, 4.1348572837, 0.9672785175
  389, 4.1438461039, 0.9747390227
   83, 4.1528349241, 0.9812210719
  501, 4.1618237442, 0.9867305992
  669, 4.1708125644, 0.9912743262
  631, 4.1798013846, 0.9948597259
  189, 4.1887902048, 0.9974949866
  393, 4.1977790250, 0.9991889780
  573, 4.2067678452, 0.9999512165
  599, 4.2157566653, 0.9997918324
  210, 4.2247454855, 0.9987215371
  365, 4.2337343057, 0.9967515921
  206, 4.2427231259, 0.9938937778
  355, 4.2517119461, 0.9901603640
  553, 4.2607007662, 0.9855640812
  127, 4.2696895864, 0.9801180921
  582, 4.2786784066, 0.9738359653
  400, 4.2876672268, 0.9667316485
  162, 4.2966560470, 0.9588194441
  523, 4.3056448672, 0.9501139844
   87, 4.3146336873, 0.9406302087
  143, 4.3236225075, 0.9303833409
  340, 4.3326113277, 0.9193888682
  575, 4.3416001479, 0.9076625206
  531, 4.3505889681, 0.8952202513
  667, 4.3595777882, 0.8820782186
  165, 4.3685666084, 0.8682527675
  113, 4.3775554286, 0.8537604133
  417, 4.3865442488, 0.8386178260
  403, 4.3955330690, 0.8228418147
  124, 4.4045218892, 0.8064493134
   75, 4.4135107093, 0.7894573685
  211, 4.4224995295, 0.7718831248
  529, 4.4314883497, 0.7537438152
  298, 4.4404771699, 0.7350567487
  595, 4.4494659901, 0.7158393008
  142, 4.4584548102, 0.6961089035
  589, 4.4674436304, 0.6758830366
  194, 4.4764324506, 0.6551792204
  100, 4.4854212708, 0.6340150071
  130, 4.4944100910, 0.6124079747
  358, 4.5033989112, 0.5903757208
  659, 4.5123877313, 0.5679358574
  203, 4.5213765515, 0.5451060043
  282, 4.5303653717, 0.5219037871
  526, 4.5393541919, 0.4983468317
  103, 4.5483430121, 0.4744527613
  480, 4.5573318322, 0.4502391938
  368, 4.5663206524, 0.4257237386
   54, 4.5753094726, 0.4009239957
   32, 4.5842982928, 0.3758575532
  534, 4.5932871130, 0.3505419867
  337, 4.6022759332, 0.3249948581
  587, 4.6112647533, 0.2992337152
  549, 4.6202535735, 0.2732760914
  538, 4.6292423937, 0.2471395064
  490, 4.6382312139, 0.2208414657
  596, 4.6472200341, 0.1943994621
  678, 4.6562088542, 0.1678309759
  248, 4.6651976744, 0.1411534762
   34, 4.6741864946, 0.1143844217
   53, 4.6831753148, 0.0875412632
  572, 4.6921641350, 0.0606414439
  682, 4.7011529552, 0.0337024015
  351, 4.7101417753, 0.0067415697
  455, 4.7191305955, -0.0202236197
  649, 4.7281194157, -0.0471757359
  664, 4.7371082359, -0.0740973462
  470, 4.7460970561, -0.1009710151
   88, 4.7550858762, -0.1277793022
  378, 4.7640746964, -0.1545047612
  500, 4.7730635166, -0.1811299373
  339, 4.7820523368, -0.2076373666
  271, 4.7910411570, -0.2340095744
  681, 4.8000299772, -0.2602290747
  223, 4.8090187973, -0.2862783680
   93, 4.8180076175, -0.3121399421
  578, 4.8269964377, -0.3377962706
  689, 4.8359852579, -0.3632298125
   23, 4.8449740781, -0.3884230131
  585, 4.8539628983, -0.4133583035
  233, 4.8629517184, -0.4380181017
  482, 4.8719405386, -0.4623848139
  562, 4.8809293588, -0.4864408346
  518, 4.8899181790, -0.5101685501
  672, 4.8989069992, -0.5335503396
  537, 4.9078958193, -0.5565685778
  312, 4.9168846395, -0.5792056392
  471, 4.9258734597, -0.6014439001
  478, 4.9348622799, -0.6232657439
  175, 4.9438511001, -0.6446535653
  330, 4.9528399203, -0.6655897759
   17, 4.9618287404, -0.6860568095
  522, 4.9708175606, -0.7060371293
  436, 4.9798063808, -0.7255132342
  456, 4.9887952010, -0.7444676671
   69, 4.9977840212, -0.7628830232
  222, 5.0067728413, -0.7807419588
   46, 5.0157616615, -0.7980272020
  407, 5.0247504817, -0.8147215624
  296, 5.0337393019, -0.8308079427
  427, 5.0427281221, -0.8462693514
  405, 5.0517169423, -0.8610889148
  444, 5.0607057624, -0.8752498918
  688, 5.0696945826, -0.8887356880
  583, 5.0786834028, -0.9015298709
  432, 5.0876722230, -0.9136161867
  458, 5.0966610432, -0.9249785775
  216, 5.1056498633, -0.9356011992
  557, 5.1146386835, -0.9454684410
  118, 5.1236275037, -0.9545649444
  626, 5.1326163239, -0.9628756252
  286, 5.1416051441, -0.9703856948
    9, 5.1505939643, -0.9770806828
   50, 5.1595827844, -0.9829464611
  101, 5.1685716046, -0.9879692684
  420, 5.1775604248, -0.9921357357
  679, 5.1865492450, -0.9954329129
  514, 5.1955380652, -0.9978482964
  566, 5.2045268853, -0.9993698573
  166, 5.2135157055, -0.9999860711
  696, 5.2225045257, -0.9996859472
  390, 5.2314933459, -0.9984590610
  361, 5.2404821661, -0.9962955848
  229, 5.2494709863, -0.9931863216
   40, 5.2584598064, -0.9891227379
  294, 5.2674486266, -0.9840969987
  204, 5.2764374468, -0.9781020023
  139, 5.2854262670, -0.9711314162
  256, 5.2944150872, -0.9631797138
  440, 5.3034039073, -0.9542422113
   42, 5.3123927275, -0.9443151052
  628, 5.3213815477, -0.9333955113
  700, 5.3303703679, -0.9214815023
  415, 5.3393591881, -0.9085721474
  465, 5.3483480083, -0.8946675515
  614, 5.3573368284, -0.8797688945
  207, 5.3663256486, -0.8638784711
  469, 5.3753144688, -0.8469997308
  460, 5.3843032890, -0.8291373168
  236, 5.3932921092, -0.8102971063
   30, 5.4022809293, -0.7904862493
  265, 5.4112697495, -0.7697132070
  684, 5.4202585697, -0.7479877915
  397, 5.4292473899, -0.7253212024
  226, 5.4382362101, -0.7017260640
  502, 5.4472250303, -0.6772164621
  671, 5.4562138504, -0.6518079785
  371, 5.4652026706, -0.6255177242
  354, 5.4741914908, -0.5983643741
  656, 5.4831803110, -0.5703681962
  464, 5.4921691312, -0.5415510817
  574, 5.5011579514, -0.5119365725
  249, 5.5101467715, -0.4815498875
  551, 5.5191355917, -0.4504179444
  544, 5.5281244119, -0.4185693821
  235, 5.5371132321, -0.3860345789
   82, 5.5461020523, -0.3528456675
  597, 5.5550908724, -0.3190365487
   26, 5.5640796926, -0.2846428993
    3, 5.5730685128, -0.2497021798
   85, 5.5820573330, -0.2142536361
   12, 5.5910461532, -0.1783382984
  151, 5.6000349734, -0.1419989754
   19, 5.6090237935, -0.1052802452
  428, 5.6180126137, -0.0682284411
  506, 5.6270014339, -0.0308916326
  209, 5.6359902541, 0.0066803979
  535, 5.6449790743, 0.0444361836
  391, 5.6539678944, 0.0823226083
  603, 5.6629567146, 0.1202849452
   65, 5.6719455348, 0.1582669014
  593, 5.6809343550, 0.1962106707
  273, 5.6899231752, 0.2340569890
  527, 5.6989119954, 0.2717451994
  632, 5.7079008155, 0.3092133199
  150, 5.7168896357, 0.3463981225
  177, 5.7258784559, 0.3832352134
  324, 5.7348672761, 0.4196591246
   73, 5.7438560963, 0.4556034102
  336, 5.7528449164, 0.4910007493
  674, 5.7618337366, 0.5257830595
  545, 5.7708225568, 0.5598816109
  185, 5.7798113770, 0.5932271546
  279, 5.7888001972, 0.6257500533
  313, 5.7977890174, 0.6573804211
  447, 5.8067778375, 0.6880482697
    1, 5.8157666577, 0.7176836631
  119, 5.8247554779, 0.7462168766
  473, 5.8337442981, 0.7735785648
  604, 5.8427331183, 0.7996999353
  511, 5.8517219384, 0.8245129294
  232, 5.8607107586, 0.8479504079
   29, 5.8696995788, 0.8699463439
  190, 5.8786883990, 0.8904360209
  292, 5.8876772192, 0.9093562356
  554, 5.8966660394, 0.9266455065
   86, 5.9056548595, 0.9422442860
  642, 5.9146436797, 0.9560951776
   52, 5.9236324999, 0.9681431546
  153, 5.9326213201, 0.9783357841
  564, 5.9416101403, 0.9866234517
  602, 5.9505989604, 0.9929595880
  463, 5.9595877806, 0.9973008964
  481, 5.9685766008, 0.9996075814
  243, 5.9775654210, 0.9998435750
  290, 5.9865542412, 0.9979767636
  520, 5.9955430614, 0.9939792110
  227, 6.0045318815, 0.9878273794
   43, 6.0135207017, 0.9795023455
  539, 6.0225095219, 0.9689900118
  413, 6.0314983421, 0.9562813126
  300, 6.0404871623, 0.9413724113
    7, 6.0494759824, 0.9242648910
  494, 6.0584648026, 0.9049659349
  691, 6.0674536228, 0.8834884965
  364, 6.0764424430, 0.8598514590
  552, 6.0854312632, 0.8340797805
  395, 6.0944200834, 0.8062046264
  112, 6.1034089035, 0.7762634869
  254, 6.1123977237, 0.7443002766
  662, 6.1213865439, 0.7103654193
  269, 6.1303753641, 0.6745159125
  423, 6.1393641843, 0.6368153717
  107, 6.1483530045, 0.5973340553
  252, 6.1573418246, 0.5561488670
  425, 6.1663306448, 0.5133433347
  610, 6.1753194650, 0.4690075658
   16, 6.1843082852, 0.4232381780
  347, 6.1932971054, 0.3761382033
   81, 6.2022859255, 0.3278169659
  476, 6.2112747457, 0.2783899318
  620, 6.2202635659, 0.2279785311
  598, 6.2292523861, 0.1767099524
  202, 6.2382412063, 0.1247169050
  461, 6.2472300265, 0.0721373544
   92, 6.2562188466, 0.0191142267
  372, 6.2652076668, -0.0342049183
  410, 6.2741964870, -0.0876682409
  219, 6.2831853072, -0.1411200082
